,"Jan 21 - 31, 24","Feb 24","Mar 24","Apr 24","May 24","Jun 24","Jul 24","Aug 24","Sep 24","Oct 24","Nov 24","Dec 24","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"ZLP16254 (16x25x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,2,16.66,0.0%,8.33,0.00,0.00,0.0%,0.00,2,16.66,0.0%,8.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.66,0.0%,8.33,0.00,0.00,0.0%,0.00,2,16.66,0.0%,8.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,66.64,0.0%,8.33
"ZLP16301 (16x30x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,112.32,0.0%,9.36,0.00,0.00,0.0%,0.00,3,28.86,0.0%,9.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,38.48,0.0%,9.62,12,103.80,0.0%,8.65,3,28.86,0.0%,9.62,34.00,312.32,0.0%,9.19
"ZLP16302 (16x30x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,23,408.22,0.0%,17.75,6,87.84,0.0%,14.64,6,87.84,0.0%,14.64,10,217.90,0.0%,21.79,0.00,0.00,0.0%,0.00,14,279.76,0.0%,19.98,6,87.84,0.0%,14.64,5,74.90,0.0%,14.98,12,175.68,0.0%,14.64,10,217.90,0.0%,21.79,92.00,1637.88,0.0%,17.80
"ZLP17221SP (17x22x1 MERV10 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,17.35,0.0%,17.35,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,17.35,0.0%,17.35,0.00,0.00,0.0%,0.00,1,17.35,0.0%,17.35,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,17.35,0.0%,17.35,4.00,69.40,0.0%,17.35
"ZLP18164SP (18x16x4 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,24,540.96,0.0%,22.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24.00,540.96,0.0%,22.54
"ZLP18181 (18x18x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,107.40,0.0%,8.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,107.40,0.0%,8.95
"ZLP18182 (18x18x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,8.72,0.0%,8.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,17.95,0.0%,8.98,0.00,0.00,0.0%,0.00,6,52.83,0.0%,8.81,14,118.72,0.0%,8.48,0.00,0.00,0.0%,0.00,12,108.72,0.0%,9.06,2,17.95,0.0%,8.98,37.00,324.89,0.0%,8.78
"ZLP18184SP (18x18x4 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,18,483.30,0.0%,26.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,36,966.60,0.1%,26.85,0.00,0.00,0.0%,0.00,18,483.30,0.1%,26.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,483.30,0.0%,26.85,90.00,2416.50,0.0%,26.85
"ZLP18201 (18x20x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,2,12.60,0.0%,6.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,144.72,0.0%,6.03,2,12.60,0.0%,6.30,0.00,0.00,0.0%,0.00,2,12.60,0.0%,6.30,48,289.44,0.0%,6.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,12.60,0.0%,6.30,80.00,484.56,0.0%,6.06
"ZLP18202 (18x20x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,2,12.06,0.0%,6.03,56,337.68,0.0%,6.03,0.00,0.00,0.0%,0.00,32,192.96,0.0%,6.03,34,205.02,0.0%,6.03,25,147.39,0.0%,5.90,34,205.02,0.0%,6.03,48,283.20,0.0%,5.90,33,198.75,0.0%,6.02,116,712.92,0.1%,6.15,34,205.02,0.0%,6.03,414.00,2500.02,0.0%,6.04
"ZLP18221SP (18x22x1 Special MERV10 Standard Capacity Plea)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,12.70,0.0%,12.70,12,152.40,0.0%,12.70,24,327.36,0.0%,13.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,12.70,0.0%,12.70,24,327.36,0.0%,13.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,12.70,0.0%,12.70,63.00,845.22,0.0%,13.42
"ZLP18222 (18x22x2 MERV10 Standard Capacity Plea)",0.00,0.00,0.0%,0.00,208,2790.04,0.2%,13.41,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,54.40,0.0%,13.60,0.00,0.00,0.0%,0.00,4,54.40,0.0%,13.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,54.40,0.0%,13.60,220.00,2953.24,0.0%,13.42
"ZLP18241 (18x24x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,24,129.84,0.0%,5.41,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,69.60,0.0%,5.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,44.88,0.0%,5.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44.00,244.32,0.0%,5.55
"ZLP18242 (18x24x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,56,302.32,0.0%,5.40,38,217.02,0.0%,5.71,0.00,0.00,0.0%,0.00,1,5.63,0.0%,5.63,22,126.94,0.0%,5.77,1,5.63,0.0%,5.63,22,126.94,0.0%,5.77,0.00,0.00,0.0%,0.00,1,5.63,0.0%,5.63,0.00,0.00,0.0%,0.00,41,240.93,0.0%,5.88,182.00,1031.04,0.0%,5.67
"ZLP18244 (18x24x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,20,152.12,0.0%,7.61,0.00,0.00,0.0%,0.00,60,601.20,0.0%,10.02,0.00,0.00,0.0%,0.00,2,18.92,0.0%,9.46,0.00,0.00,0.0%,0.00,2,18.92,0.0%,9.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,18.92,0.0%,9.46,86.00,810.08,0.0%,9.42
"ZLP18251 (18x25x1 MERV10 Standard Capacity Pleat)",4,22.24,0.0%,5.56,24,126.72,0.0%,5.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,67.92,0.0%,5.66,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,17.79,0.0%,5.93,0.00,0.00,0.0%,0.00,5,22.50,0.0%,4.50,0.00,0.00,0.0%,0.00,6,27.00,0.0%,4.50,54.00,284.17,0.0%,5.26
"ZLP18252 (18x25x2 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,16,89.72,0.0%,5.61,15,98.40,0.0%,6.56,12,73.92,0.0%,6.16,0.00,0.00,0.0%,0.00,15,98.40,0.0%,6.56,24,147.84,0.0%,6.16,4,25.92,0.0%,6.48,3,19.38,0.0%,6.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,89.00,553.58,0.0%,6.22
"ZLP18302SP (18x30x2 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,17.01,0.0%,17.01,1.00,17.01,0.0%,17.01
"ZLP20201 (20x20x1 MERV10 Standard Capacity Pleat)",48,238.56,0.0%,4.97,470,2269.92,0.2%,4.83,40,196.56,0.0%,4.91,7,33.69,0.0%,4.81,231,1143.17,0.1%,4.95,286,1410.62,0.1%,4.93,4,19.80,0.0%,4.95,256,1260.46,0.1%,4.92,122,626.86,0.1%,5.14,18,87.37,0.0%,4.85,24,104.88,0.0%,4.37,363,1773.80,0.1%,4.89,1869.00,9165.69,0.1%,4.90
"ZLP20202 (20x20x2 MERV10 Standard Capacity Pleat)",94,491.70,0.1%,5.23,393,1906.20,0.1%,4.85,462,2421.94,0.1%,5.24,151,804.20,0.0%,5.33,124,660.46,0.0%,5.33,309,1634.61,0.1%,5.29,148,799.39,0.1%,5.40,317,1680.13,0.2%,5.30,383,2090.00,0.2%,5.46,404,2162.03,0.2%,5.35,76,400.96,0.0%,5.28,454,3916.88,0.3%,8.63,3315.00,18968.50,0.1%,5.72
"ZLP20204 (20x20x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,24,182.88,0.0%,7.62,6,49.80,0.0%,8.30,0.00,0.00,0.0%,0.00,2,16.60,0.0%,8.30,4,33.20,0.0%,8.30,24,208.56,0.0%,8.69,6,49.80,0.0%,8.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,21,177.75,0.0%,8.46,87.00,718.59,0.0%,8.26
"ZLP20221 (20x22x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0,0.00,0.0%,0.00,5,43.50,0.0%,8.70,0.00,0.00,0.0%,0.00,12,175.68,0.0%,14.64,5,43.50,0.0%,8.70,0.00,0.00,0.0%,0.00,5,43.50,0.0%,8.70,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,43.50,0.0%,8.70,32.00,349.68,0.0%,10.93
"ZLP20241 (20x24x1 MERV10 Standard Capacity Pleat)",25,129.00,0.0%,5.16,12,71.64,0.0%,5.97,5,28.25,0.0%,5.65,0.00,0.00,0.0%,0.00,12,69.72,0.0%,5.81,6,34.06,0.0%,5.68,12,65.88,0.0%,5.49,19,109.45,0.0%,5.76,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,13,67.13,0.0%,5.16,2,11.30,0.0%,5.65,106.00,586.43,0.0%,5.53
"ZLP20242 (20x24x2 MERV10 Standard Capacity Pleat)",77,463.94,0.1%,6.03,165,945.85,0.1%,5.73,68,403.66,0.0%,5.94,76,499.82,0.0%,6.58,256,1622.84,0.1%,6.34,117,752.64,0.1%,6.43,9,55.09,0.0%,6.12,117,731.82,0.1%,6.25,65,392.46,0.0%,6.04,109,708.51,0.1%,6.50,20,120.16,0.0%,6.01,257,2691.76,0.2%,10.47,1336.00,9388.55,0.1%,7.03
"ZLP20244 (20x24x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,38.12,0.0%,9.53,0.00,0.00,0.0%,0.00,112,1104.80,0.1%,9.86,0.00,0.00,0.0%,0.00,12,114.36,0.0%,9.53,4,38.12,0.0%,9.53,10,111.10,0.0%,11.11,12,114.36,0.0%,9.53,138,1355.76,0.1%,9.82,16,152.48,0.0%,9.53,308.00,3029.10,0.0%,9.83
"ZLP20251 (20x25x1 MERV10 Standard Capacity Pleat)",19,105.07,0.0%,5.53,33,171.63,0.0%,5.20,9,49.77,0.0%,5.53,14,97.58,0.0%,6.97,102,570.66,0.0%,5.59,21,116.76,0.0%,5.56,10,56.58,0.0%,5.66,19,105.40,0.0%,5.55,8,45.52,0.0%,5.69,12,68.09,0.0%,5.67,34,178.00,0.0%,5.24,62,336.44,0.0%,5.43,343.00,1901.50,0.0%,5.54
"ZLP20252 (20x25x2 MERV10 Standard Capacity Pleat)",90,532.92,0.1%,5.92,478,2605.00,0.2%,5.45,112,667.54,0.0%,5.96,180,1082.16,0.1%,6.01,253,1545.80,0.1%,6.11,307,1829.02,0.1%,5.96,144,854.28,0.1%,5.93,250,1487.88,0.2%,5.95,807,5007.78,0.5%,6.21,122,721.24,0.1%,5.91,468,2890.44,0.3%,6.18,304,1808.92,0.1%,5.95,3515.00,21032.98,0.1%,5.98
"ZLP20254 (20x25x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,152,1327.72,0.1%,8.74,18,177.48,0.0%,9.86,2,19.72,0.0%,9.86,0.00,0.00,0.0%,0.00,18,177.48,0.0%,9.86,0.00,0.00,0.0%,0.00,20,201.20,0.0%,10.06,192,1904.64,0.2%,9.92,2,20.12,0.0%,10.06,0.00,0.00,0.0%,0.00,18,181.08,0.0%,10.06,422.00,4009.44,0.0%,9.50
"ZLP20301 (20x30x1 MERV10 Standard Capacity Pleat)",8,54.91,0.0%,6.86,4,28.56,0.0%,7.14,1,7.32,0.0%,7.32,2,18.40,0.0%,9.20,36,263.52,0.0%,7.32,40,258.02,0.0%,6.45,1,7.10,0.0%,7.10,9,60.38,0.0%,6.71,15,110.52,0.0%,7.37,3,21.30,0.0%,7.10,12,78.12,0.0%,6.51,4,28.56,0.0%,7.14,135.00,936.71,0.0%,6.94
"ZLP20302 (20x30x2 MERV10 Standard Capacity Pleat)",13,135.08,0.0%,10.39,36,352.56,0.0%,9.79,44,471.84,0.0%,10.72,0.00,0.00,0.0%,0.00,1,10.76,0.0%,10.76,4,41.44,0.0%,10.36,1,10.92,0.0%,10.92,97,1042.43,0.1%,10.75,23,254.46,0.0%,11.06,34,366.00,0.0%,10.76,0,0.00,0.0%,0.00,8,84.48,0.0%,10.56,261.00,2769.97,0.0%,10.61
"ZLP20352 (20x35x2MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,2,36.56,0.0%,18.28,6,112.56,0.0%,18.76,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,36.56,0.0%,18.28,0.00,0.00,0.0%,0.00,8,149.12,0.0%,18.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,149.12,0.0%,18.64,26.00,483.92,0.0%,18.61
"ZLP21211 (21x21x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,45,622.35,0.0%,13.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,45,622.35,0.0%,13.83,0.00,0.00,0.0%,0.00,45,622.35,0.1%,13.83,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,45,622.35,0.0%,13.83,180.00,2489.40,0.0%,13.83
"ZLP21231SP (21x23x1 SPECIAL MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.16,0.0%,14.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.16,0.0%,14.16,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,14.16,0.0%,14.16,3.00,42.48,0.0%,14.16
"ZLP22221 (22x22x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1,9.54,0.0%,9.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.54,0.0%,9.54,0.00,0.00,0.0%,0.00,1,9.54,0.0%,9.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,9.54,0.0%,9.54,4.00,38.16,0.0%,9.54
"ZLP24241 (24x24x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,76.80,0.0%,6.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,148.80,0.0%,6.20,0.00,0.00,0.0%,0.00,24,148.80,0.0%,6.20,0.00,0.00,0.0%,0.00,60.00,374.40,0.0%,6.24
"ZLP24242 (24x24x2 MERV10 Standard Capacity Pleat)",508,3440.48,0.6%,6.77,720,4454.12,0.3%,6.19,319,2118.38,0.1%,6.64,429,2965.35,0.2%,6.91,264,1772.95,0.1%,6.72,1204,8026.70,0.6%,6.67,465,3094.22,0.2%,6.65,666,4392.55,0.5%,6.60,1746,11955.95,1.2%,6.85,797,5504.40,0.5%,6.91,224,1547.20,0.2%,6.91,1360,9208.99,0.6%,6.77,8702.00,58481.29,0.4%,6.72
"ZLP24244 (24x24x4 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,1225,12216.99,1.0%,9.97,269,3000.23,0.2%,11.15,177,1981.86,0.1%,11.20,256,2872.24,0.2%,11.22,395,4266.26,0.3%,10.80,597,6766.02,0.5%,11.33,319,3376.90,0.4%,10.59,431,4829.90,0.5%,11.21,936,10387.20,1.0%,11.10,264,2754.72,0.3%,10.43,697,8097.80,0.6%,11.62,5566.00,60550.12,0.4%,10.88
"ZLP24282SP (24x28x2 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,17.77,0.0%,17.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,18.13,0.0%,18.13,0.00,0.00,0.0%,0.00,1,18.13,0.0%,18.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,54.03,0.0%,18.01
"ZLP25251 (25x25x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,85.56,0.0%,7.13,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,85.56,0.0%,7.13
"ZLP25252 (25x25x2 MERV10 Standard Capacity Pleat)",3,23.55,0.0%,7.85,0.00,0.00,0.0%,0.00,3,24.81,0.0%,8.27,0.00,0.00,0.0%,0.00,3,23.55,0.0%,7.85,2,16.96,0.0%,8.48,24,183.84,0.0%,7.66,3,24.81,0.0%,8.27,168,1386.00,0.1%,8.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,24.81,0.0%,8.27,209.00,1708.33,0.0%,8.17
"ZLP25301SP (25x30x1 (MERV 10) SC Pleated Filter, SPCL)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,141.03,0.0%,15.67,0.00,0.00,0.0%,0.00,9,141.03,0.0%,15.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,141.03,0.0%,15.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27.00,423.09,0.0%,15.67
"ZLP28.529.54SP (28.5x29.5x4 Special  MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,43.15,0.0%,43.15,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,43.15,0.0%,43.15
"ZLP29294-SP (29 1/2 x 29 12 x 4 Special  MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,44.44,0.0%,44.44,0.00,0.00,0.0%,0.00,1.00,44.44,0.0%,44.44
"ZLP30442SP (30x44x2 (MERV 10) SC Pleated Filter, SPCL)",0.00,0.00,0.0%,0.00,2,50.60,0.0%,25.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,53.28,0.0%,26.64,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,103.88,0.0%,25.97
"ZLP6341SP (6 1/4 x 34 x 1 Special Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,11.33,0.0%,11.33,1.00,11.33,0.0%,11.33
"ZLP8161 (8x16x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,73,767.96,0.0%,10.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,73,767.96,0.1%,10.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,146.00,1535.92,0.0%,10.52
"ZLP8241 (8x24x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,23,284.28,0.0%,12.36,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,23,284.28,0.0%,12.36,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,46.00,568.56,0.0%,12.36
"ZLP8341 (8x34x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,167.60,0.0%,20.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,167.60,0.0%,20.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,335.20,0.0%,20.95
"ZLP9292SP (9 1/2 x 29 1/2 x 2  Special  MERV10 Standard Capacity Pleat; EXACT)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,17,179.18,0.0%,10.54,17,179.18,0.0%,10.54,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,34.00,358.36,0.0%,10.54
"ZPS122412-95NH (12x24x12 Synthetic Media 95% Rigid Box Filter Non-Headered)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,469.80,0.0%,78.30,3,223.17,0.0%,74.39,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9.00,692.97,0.0%,77.00
"ZPS1224665HO (12x24x6 (MERV 14) Synthetic 65% Rigid Box HEADERED)",0.00,0.00,0.0%,0.00,4,156.36,0.0%,39.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,1579.16,0.2%,65.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,156.36,0.0%,39.09,0.00,0.00,0.0%,0.00,32.00,1891.88,0.0%,59.12
"ZPS162012-95DH (16x20x12 Synthetic Media 95% Rigid Box Filter Double-Headered)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,1135.08,0.1%,126.12,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9.00,1135.08,0.0%,126.12
"ZPS16201295BO (16x20x12 Rigid Air Box Sytle filter 95% Metal Frame)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,466.80,0.0%,116.70,2,245.96,0.0%,122.98,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,1400.40,0.1%,116.70,18.00,2113.16,0.0%,117.40
"ZPS162512-95DH (16x25x12 Synthetic Media 95% Rigid Box Filter Double-Headered)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,34,4479.84,0.5%,131.76,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,34.00,4479.84,0.0%,131.76
"ZPS162512-95NH (16x25x12 Synthetic Media 95% Rigid Box Filter Non-Headered)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,778.62,0.1%,129.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,778.62,0.0%,129.77
