,"Jan 21 - 31, 25","Feb 25","Mar 25","Apr 25","May 25","Jun 25","Jul 25","Aug 25","Sep 25","Oct 25","Nov 25","Dec 25","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"F8V2-1224-GWB (MERV 16 (95%) 2V-Bank Filter (12x24x12) w/DSG)",0.00,0.00,0.0%,0.00,4,322.88,0.0%,80.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,446.46,0.0%,74.41,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10.00,769.34,0.0%,76.93
"F8V2-2424-GWB (MERV 16 (95%) 2V-Bank Filter (24x24x12) w/DSG)",0.00,0.00,0.0%,0.00,80,7140.00,0.6%,89.25,102,9190.20,0.5%,90.10,5,460.25,0.0%,92.05,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,734.00,0.1%,91.75,13,1030.64,0.1%,79.28,0.00,0.00,0.0%,0.00,12,1104.60,0.1%,92.05,0.00,0.00,0.0%,0.00,220.00,19659.69,0.1%,89.36
"F8V3-2020-GWB (MERV 16 (95%) 3V-Bank Filter (20x20x12) w/DSG)",8,639.68,0.1%,79.96,28,2237.76,0.2%,79.92,90,7875.37,0.4%,87.50,10,811.82,0.1%,81.18,208,18470.84,0.9%,88.80,4,344.28,0.0%,86.07,43,4212.20,0.3%,97.96,8,639.68,0.1%,79.96,72,5840.34,0.6%,81.12,34,2681.70,0.3%,78.87,86,6898.20,0.8%,80.21,40,3297.76,0.2%,82.44,631.00,53949.63,0.4%,85.50
"F8V4-1224-GWB (MERV 16 (95%) 4V-Bank Filter (12x24x12) w/DSG)",165,12460.92,2.4%,75.52,212,16685.01,1.5%,78.70,262,20899.22,1.2%,79.77,208,15717.12,1.3%,75.56,200,15946.68,0.8%,79.73,313,25873.33,2.5%,82.66,421,35352.19,2.5%,83.97,181,13569.53,1.3%,74.97,307,23978.96,2.4%,78.11,188,13818.30,1.3%,73.50,213,16325.09,1.8%,76.64,385,31992.72,1.7%,83.10,3055.00,242619.07,1.6%,79.42
"F8V4-1224-W (MERV 16 (95%) 4V-Bank Filter (12x24x12) NO GASKET)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,938.70,0.1%,104.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,675.12,0.0%,84.39,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,17.00,1613.82,0.0%,94.93
"F8V4-2024-GWB (MERV 16 (95%) 4V-Bank Filter (20x24x12) w/DSG)",116,11232.70,2.1%,96.83,114,10439.62,0.9%,91.58,116,10242.23,0.6%,88.30,108,9492.57,0.8%,87.89,91,8828.11,0.4%,97.01,145,14490.96,1.4%,99.94,109,13702.62,1.0%,125.71,62,5444.82,0.5%,87.82,101,13841.44,1.4%,137.04,241,19132.48,1.9%,79.39,57,4639.58,0.5%,81.40,61,8475.44,0.4%,138.94,1321.00,129962.57,0.9%,98.38
"F8V4-2424-GWB (MERV 16 (95%) 4V-Bank Filter (24x24x12) w/DSG)",454,38563.04,7.3%,84.94,1150,103650.10,9.4%,90.13,3220,292316.08,16.3%,90.78,1104,101627.51,8.7%,92.05,1324,119203.53,5.7%,90.03,1317,126178.02,12.0%,95.81,1997,210962.31,14.8%,105.64,866,76136.74,7.3%,87.92,1494,147981.09,14.5%,99.05,1048,90528.69,8.8%,86.38,1232,105827.98,11.7%,85.90,2094,226158.79,11.7%,108.00,17300.00,1639133.88,10.9%,94.75
"F8V4-2424-GWB-R (MERV 16 (95%) Reverse 4V-Bank Filter (24x24x12) w/DSG)",0.00,0.00,0.0%,0.00,279,27819.09,2.5%,99.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,279.00,27819.09,0.2%,99.71
"F8V4-2424-W (MERV 16 (95%) 4V-Bank Filter (24x24x12) NO GASKET)",18,1473.96,0.3%,81.89,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,1685.43,0.1%,187.27,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,819.92,0.1%,102.49,6,623.94,0.1%,103.99,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,41.00,4603.25,0.0%,112.27
"F8V4DH-1224-GWB (EFS F8, MERV 16 (95%) V4-Bank Filter 12x24x12 RP Gasketed DOUBLE...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,11,771.21,0.0%,70.11,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,11.00,771.21,0.0%,70.11
"F8V4DH-2424-GWB (EFS F8 MERV 16 (95%) V4-Bank Filter (24x24x12) RP Gasketed DOUBL...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120,11540.40,0.6%,96.17,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,120.00,11540.40,0.1%,96.17
"F8V4GL-1224-GWB (MERV 16 Glass Media (95%) 4V-Bank Filter (12x24x12) w/DSG)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,1404.00,0.2%,78.00,0.00,0.00,0.0%,0.00,18.00,1404.00,0.0%,78.00
"F8V4GL-2424-GWB (MERV 15 Glass Media (95%) 4V-Bank Filter (24x24x12) w/DSG)",30,2700.00,0.5%,90.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44,3521.76,0.4%,80.04,0.00,0.00,0.0%,0.00,74.00,6221.76,0.0%,84.08
"F9V4-2424-GWB (EFS F9 96% 4V-Bank Filter (24x24x12) w/DSG)",0.00,0.00,0.0%,0.00,16,2545.12,0.2%,159.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,80,7472.00,0.7%,93.40,735,77233.80,7.6%,105.08,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,831.00,87250.92,0.6%,105.00
"FA 2822625-PWO (FA 2822625-PWO)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,4545.52,0.4%,568.19,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,4545.52,0.0%,568.19
"FCC-W ( Canister Washer 2 3/8 x 1/2 (without lip))",1500,1815.00,0.3%,1.21,7536,9284.85,0.8%,1.23,5750,7302.50,0.4%,1.27,0.00,0.00,0.0%,0.00,1625,2063.75,0.1%,1.27,2000,2518.66,0.2%,1.26,7250,9227.50,0.6%,1.27,10625,13193.75,1.3%,1.24,2100,2601.00,0.3%,1.24,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6500,7924.33,0.4%,1.22,44886.00,55931.34,0.4%,1.25
"FF-44 (24x24x3 Filter Frame)",0.00,0.00,0.0%,0.00,4,240.28,0.0%,60.07,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,240.28,0.0%,60.07
"FGP-CARB 1/1 G (24x24x12, V-Bank Style Extended Surface Carbon (500g) Filter w/DSG)",70,15795.36,3.0%,225.65,115,30031.00,2.7%,261.14,492,95820.28,5.3%,194.76,72,16570.56,1.4%,230.15,90,21364.96,1.0%,237.39,173,44869.78,4.3%,259.36,148,39749.96,2.8%,268.58,10,2876.10,0.3%,287.61,108,22713.16,2.2%,210.31,0.00,0.00,0.0%,0.00,46,13303.20,1.5%,289.20,279,75663.32,3.9%,271.19,1603.00,378757.68,2.5%,236.28
"FGP-CARB 1/2 G (12x24x12, V-Bank Style Extended Surface Carbon (500g) Filter w/DSG)",3,562.20,0.1%,187.40,0.00,0.00,0.0%,0.00,40,5578.80,0.3%,139.47,4,780.40,0.1%,195.10,0.00,0.00,0.0%,0.00,93,16657.23,1.6%,179.11,0.00,0.00,0.0%,0.00,2,390.20,0.0%,195.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,34,6724.78,0.3%,197.79,176.00,30693.61,0.2%,174.40
"FGP-CARBM14 1/2 G (12x24x12, V-Bank Style Extended Surface Carbon MERV14 Filter w...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,390.20,0.0%,195.10,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,390.20,0.0%,195.10
"FGP-CARBW-M14 1/1G (MERV 14, 24x24x12, V-Bank Style Extended Surface Carbon (500g...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,113,22366.05,1.6%,197.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,113.00,22366.05,0.1%,197.93
"FHT-F8-12244W (EFS High Temp. Air Filter, F8, 12"" x 24"" x 4"" (305x610x120mm) with...",0.00,0.00,0.0%,0.00,3,396.84,0.0%,132.28,0.00,0.00,0.0%,0.00,6,793.68,0.1%,132.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,396.84,0.0%,132.28,0.00,0.00,0.0%,0.00,4,529.12,0.1%,132.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16.00,2116.48,0.0%,132.28
"FHT-F8-24244W (F8/MERV 14, High Temperature Air Filter,  24"" x 24"" x 4""; Glass Fi...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,1027.50,0.1%,205.50,2,114.60,0.0%,57.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7.00,1142.10,0.0%,163.16
"FP-4VH13HEPA-1123115-WGH (EFS H13 (99.99%) High Volume HEPA Filter, 11-3/8"" x 23-...",4,2094.40,0.4%,523.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,2094.40,0.0%,523.60
"FP-4VH13HEPA-2323115-WGH (EFS H13 (99.99%) High Volume HEPA Filter, V4-bank style...",8,4688.00,0.9%,586.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,2659.05,0.3%,295.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,17.00,7347.05,0.0%,432.18
"FP-H10HEPA-2424115-WPP (EFS H10 (99%) High Volume HEPA Filter, 24"" x 24"" x 11.5"" ...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,377.77,0.0%,377.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,377.77,0.0%,377.77
"FP-H13HEPA-1123115-WG (EFS H13 (99.99%) High Volume HEPA Filter, 11-3/8"" x 23-3/8...",0.00,0.00,0.0%,0.00,15,3574.99,0.3%,238.33,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,1137.48,0.1%,189.58,9,1589.84,0.1%,176.65,54,9022.98,0.9%,167.09,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,4512.57,0.2%,188.02,108.00,19837.86,0.1%,183.68
"FP-H13HEPA-1224115-WG (EFS H13 (99.99%) High Volume HEPA Filter, 12"" x 24"" x 11.5...",0.00,0.00,0.0%,0.00,4,2163.08,0.2%,540.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,16,3028.64,0.3%,189.29,26,4907.22,0.3%,188.74,1,182.62,0.0%,182.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18,3590.72,0.2%,199.48,65.00,13872.28,0.1%,213.42
"FP-H13HEPA-2323115-WG (EFS H13 (99.99%) High Volume HEPA Filter, 23-3/8"" x 23-3/8...",38,6840.00,1.3%,180.00,38,12969.04,1.2%,341.29,0.00,0.00,0.0%,0.00,5,1154.70,0.1%,230.94,113,28078.10,1.3%,248.48,144,33140.97,3.1%,230.15,59,13493.93,0.9%,228.71,83,18116.40,1.7%,218.27,55,16016.15,1.6%,291.20,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,174,43179.66,2.2%,248.16,709.00,172988.95,1.1%,243.99
"FP-H13HEPA-2424115-WG (EFS H13 (99.99%) High Volume HEPA Filter, 24"" x 24"" x 11.5...",4,962.72,0.2%,240.68,25,6264.29,0.6%,250.57,59,12181.16,0.7%,206.46,35,10195.94,0.9%,291.31,23,5040.92,0.2%,219.17,43,9340.44,0.9%,217.22,57,30121.26,2.1%,528.44,31,9385.93,0.9%,302.77,40,10523.89,1.0%,263.10,45,12475.00,1.2%,277.22,80,19993.78,2.2%,249.92,43,13139.21,0.7%,305.56,485.00,139624.54,0.9%,287.89
"FV4XLCG (24x24x15 MERV 16 F9 Turbine V-Bank Filter ,Micro-Glass Fiber, Plastic Fr...",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,226.50,0.0%,113.25,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,226.50,0.0%,113.25
"GALV3401-12243 (12x24x3 Galv Blank Frames)",0.00,0.00,0.0%,0.00,16,614.08,0.1%,38.38,32,951.21,0.1%,29.73,0.00,0.00,0.0%,0.00,6,157.14,0.0%,26.19,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,54.00,1722.43,0.0%,31.90
"GALV3401-24243 (24x24x3 Galv Blank Frames)",0.00,0.00,0.0%,0.00,80,2615.20,0.2%,32.69,37,1168.33,0.1%,31.58,0.00,0.00,0.0%,0.00,18,514.26,0.0%,28.57,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,135.00,4297.79,0.0%,31.84
"HVP10101 (10x10x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,241.44,0.0%,5.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,119.04,0.0%,4.96,0.00,0.00,0.0%,0.00,60,301.80,0.0%,5.03,0.00,0.00,0.0%,0.00,132.00,662.28,0.0%,5.02
"HVP10121 (10x12x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,108.84,0.0%,9.07,12.00,108.84,0.0%,9.07
"HVP10201 (10x20x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,25,143.00,0.0%,5.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,73,409.88,0.0%,5.61,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,23,131.56,0.0%,5.72,2,11.44,0.0%,5.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,123.00,695.88,0.0%,5.66
"HVP10202XM (10x20x2 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.12,0.0%,6.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.12,0.0%,6.28,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.60,0.0%,6.40,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,25.60,0.0%,6.40,16.00,101.44,0.0%,6.34
"HVP10221XMSP (10x22x1 SPECIAL High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,55.86,0.0%,27.93,2.00,55.86,0.0%,27.93
"HVP10241 (10x24x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,50,429.17,0.0%,8.58,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,50,429.17,0.0%,8.58,12,104.16,0.0%,8.68,0.00,0.00,0.0%,0.00,50,429.17,0.0%,8.58,12,104.16,0.0%,8.68,0.00,0.00,0.0%,0.00,47,400.91,0.0%,8.53,0.00,0.00,0.0%,0.00,221.00,1896.74,0.0%,8.58
"HVP10252 (10x25x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,9,220.68,0.0%,24.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,220.68,0.0%,24.52,0.00,0.00,0.0%,0.00,9,220.68,0.0%,24.52,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,9,220.68,0.0%,24.52,0.00,0.00,0.0%,0.00,36.00,882.72,0.0%,24.52
"HVP10252XM (10x25x2 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,15.41,0.0%,15.41,0.00,0.00,0.0%,0.00,1,15.41,0.0%,15.41,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,15.41,0.0%,15.41,0.00,0.00,0.0%,0.00,1,17.39,0.0%,17.39,4.00,63.62,0.0%,15.91
"HVP10301 (10x30x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,52.32,0.0%,8.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,52.32,0.0%,8.72,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,104.64,0.0%,8.72
"HVP1111SPC (11x11x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.93,0.0%,8.93,1,8.93,0.0%,8.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,8.93,0.0%,8.93,0.00,0.00,0.0%,0.00,1,8.93,0.0%,8.93,4.00,35.72,0.0%,8.93
"HVP11202XMSP (11x20x2 SPECIAL SPECIAL High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,47.46,0.0%,15.82,3.00,47.46,0.0%,15.82
"HVP11351SPC (11x35x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,35,509.25,0.0%,14.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,35,509.25,0.0%,14.55,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,35,509.25,0.1%,14.55,0.00,0.00,0.0%,0.00,105.00,1527.75,0.0%,14.55
"HVP11381SPC (11.5 x 38.5 x 1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44,709.28,0.1%,16.12,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44,709.28,0.1%,16.12,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44,709.28,0.1%,16.12,0.00,0.00,0.0%,0.00,132.00,2127.84,0.0%,16.12
"HVP12.522.51SPC (12.5x22.5x1 Special MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,25.92,0.0%,12.96,2,25.92,0.0%,12.96,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,25.92,0.0%,12.96,0.00,0.00,0.0%,0.00,2,25.92,0.0%,12.96,8.00,103.68,0.0%,12.96
"HVP12121 (12x12x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,72,642.96,0.1%,8.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,5.97,0.0%,5.97,1,5.97,0.0%,5.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,5.97,0.0%,5.97,0.00,0.00,0.0%,0.00,1,5.97,0.0%,5.97,76.00,666.84,0.0%,8.77
"HVP12122 (12x12x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,24.12,0.0%,6.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,24.12,0.0%,6.03,29,180.39,0.0%,6.22,0.00,0.00,0.0%,0.00,4,24.12,0.0%,6.03,0.00,0.00,0.0%,0.00,41.00,252.75,0.0%,6.16
"HVP12124 (12x12x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,20.53,0.0%,20.53,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1.00,20.53,0.0%,20.53
"HVP12124XMSP (12x12x4 Special High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,45.68,0.0%,22.84,0.00,0.00,0.0%,0.00,2,45.68,0.0%,22.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,45.68,0.0%,22.84,0.00,0.00,0.0%,0.00,2,66.06,0.0%,33.03,8.00,203.10,0.0%,25.39
