,"Jan 23","Feb 23","Mar 23","Apr 23","May 23","Jun 23","Jul 23","Aug 23","Sep 23","Oct 23","Nov 23","Dec 23","TOTAL"
,"Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price","Qty","Amount","% of Sales","Avg Price"
"Uncategorized","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"Inventory","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"","","",,"",,,,""
"HVP10252XM (10x25x2 High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,15.41,0.0%,15.41,1.00,15.41,0.0%,15.41
"HVP11202XMSP (11x20x2 SPECIAL SPECIAL High Capacity Pleat w/Heavy Expanded Metal)",3,87.90,0.0%,29.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,87.90,0.0%,29.30,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6.00,175.80,0.0%,29.30
"HVP11351SPC (11x35x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,35,622.30,0.0%,17.78,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,35,622.30,0.1%,17.78,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,35,622.30,0.0%,17.78,0.00,0.00,0.0%,0.00,105.00,1866.90,0.0%,17.78
"HVP11381SPC (11.5 x 38.5 x 1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44,1140.48,0.1%,25.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44,1140.48,0.1%,25.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,44,1140.48,0.1%,25.92,0.00,0.00,0.0%,0.00,132.00,3421.44,0.0%,25.92
"HVP12121 (12x12x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,71.64,0.0%,5.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,71.64,0.0%,5.97
"HVP12122 (12x12x2 MERV10 High Capacity Pleat)",12,75.12,0.0%,6.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,24.12,0.0%,6.03,0.00,0.00,0.0%,0.00,12,72.36,0.0%,6.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,24.12,0.0%,6.03,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,24.12,0.0%,6.03,36.00,219.84,0.0%,6.11
"HVP12201 (12x20x1 MERV10 High Capacity Pleat)",2,10.52,0.0%,5.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,10.52,0.0%,5.26,0.00,0.00,0.0%,0.00,102,534.60,0.1%,5.24,2,10.52,0.0%,5.26,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,72,409.52,0.0%,5.69,25,142.50,0.0%,5.70,60,315.60,0.0%,5.26,265.00,1433.78,0.0%,5.41
"HVP12202 (12x20x2 High Capacity Pleat (MERV 10))",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,43.33,0.0%,6.19,48,283.20,0.0%,5.90,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,43.33,0.0%,6.19,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,7,43.33,0.0%,6.19,0.00,0.00,0.0%,0.00,69.00,413.19,0.0%,5.99
"HVP12202XM (12x20x2 High Capacity Pleat w/Heavy Expanded Metal)",8,49.76,0.0%,6.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,49.76,0.0%,6.22,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,51.60,0.0%,6.45,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,51.60,0.0%,6.45,0.00,0.00,0.0%,0.00,32.00,202.72,0.0%,6.34
"HVP12241 (12x24x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,1,4.00,0.0%,4.00,24,123.60,0.0%,5.15,0.00,0.00,0.0%,0.00,1,4.00,0.0%,4.00,3,16.14,0.0%,5.38,0.00,0.00,0.0%,0.00,1,4.00,0.0%,4.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,74,394.57,0.0%,5.33,22,114.84,0.0%,5.22,126.00,661.15,0.0%,5.25
"HVP12242 (12x24x2 MERV10 High Capacity Pleat)",41,241.45,0.0%,5.89,175,984.98,0.1%,5.63,67,522.30,0.0%,7.80,477,2789.06,0.2%,5.85,61,364.66,0.0%,5.98,211,1388.11,0.1%,6.58,119,726.08,0.1%,6.10,164,950.54,0.1%,5.80,144,960.64,0.1%,6.67,46,276.12,0.0%,6.00,209,1245.27,0.1%,5.96,218,1362.48,0.1%,6.25,1932.00,11811.69,0.1%,6.11
"HVP12242XM (12x24x2  High Capacity Pleat w/Heavy Expanded Metal)",135,837.53,0.1%,6.20,5,30.45,0.0%,6.09,0.00,0.00,0.0%,0.00,5,26.15,0.0%,5.23,20,117.00,0.0%,5.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,128,803.08,0.1%,6.27,186,1172.28,0.1%,6.30,0.00,0.00,0.0%,0.00,130,815.24,0.1%,6.27,77,484.72,0.0%,6.30,686.00,4286.45,0.0%,6.25
"HVP12244 (12x24x4 MERV10 High Capacity Pleat)",63,576.15,0.1%,9.15,65,675.64,0.1%,10.39,63,541.06,0.0%,8.59,37,347.33,0.0%,9.39,121,1177.16,0.1%,9.73,222,991.03,0.1%,4.46,204,1703.90,0.2%,8.35,62,490.14,0.1%,7.91,28,279.18,0.0%,9.97,62,620.24,0.1%,10.00,363,3250.47,0.2%,8.95,152,1262.50,0.1%,8.31,1442.00,11914.80,0.1%,8.26
"HVP12244XM (12x24x4 High Capacity Pleat w/Heavy Expanded Metal)",17,157.01,0.0%,9.24,0.00,0.00,0.0%,0.00,8,85.68,0.0%,10.71,10,87.70,0.0%,8.77,12,121.80,0.0%,10.15,92,951.40,0.1%,10.34,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,10,103.70,0.0%,10.37,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,76,788.12,0.1%,10.37,225.00,2295.41,0.0%,10.20
"HVP12252SPC (12x25x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,145.08,0.0%,24.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,145.08,0.0%,24.18,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,145.08,0.0%,24.18,0.00,0.00,0.0%,0.00,18.00,435.24,0.0%,24.18
"HVP12341XM-SP (12x34x1 Special High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,35.86,0.0%,17.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,35.86,0.0%,17.93,0.00,0.00,0.0%,0.00,4.00,71.72,0.0%,17.93
"HVP14141 (14x14x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,140.64,0.0%,5.86,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,140.64,0.0%,5.86,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48.00,281.28,0.0%,5.86
"HVP14201 (14x20x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,25,136.50,0.0%,5.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,29.60,0.0%,5.92,40,220.24,0.0%,5.51,0.00,0.00,0.0%,0.00,70.00,386.34,0.0%,5.52
"HVP14241 (14x24x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,19.03,0.0%,19.03,0.00,0.00,0.0%,0.00,24,211.44,0.0%,8.81,16,151.33,0.0%,9.46,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,19.03,0.0%,19.03,8,76.40,0.0%,9.55,34,306.94,0.0%,9.03,1,19.03,0.0%,19.03,85.00,803.20,0.0%,9.45
"HVP14251 (14x25x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,11.70,0.0%,5.85,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,12.66,0.0%,6.33,0.00,0.00,0.0%,0.00,4.00,24.36,0.0%,6.09
"HVP14252 (14x25x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,84.70,0.0%,16.94,2,12.94,0.0%,6.47,0.00,0.00,0.0%,0.00,8,104.59,0.0%,13.07,0.00,0.00,0.0%,0.00,2,12.94,0.0%,6.47,77,528.22,0.1%,6.86,3,21.54,0.0%,7.18,2,12.94,0.0%,6.47,5,84.70,0.0%,16.94,104.00,862.57,0.0%,8.29
"HVP14301 (14x30x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,445.92,0.0%,9.29,0.00,0.00,0.0%,0.00,48.00,445.92,0.0%,9.29
"HVP14302XM-SP (14x30x2 Special High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,20.95,0.0%,20.95,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,20.95,0.0%,20.95,0.00,0.00,0.0%,0.00,2.00,41.90,0.0%,20.95
"HVP15201 (15x20x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,130.32,0.0%,5.43,10,54.30,0.0%,5.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,65.16,0.0%,5.43,38,223.44,0.0%,5.88,58,319.44,0.0%,5.51,0.00,0.00,0.0%,0.00,142.00,792.66,0.0%,5.58
"HVP15202 (15x20x2 MERV10 High Capacity Pleat)",6,35.52,0.0%,5.92,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,35.52,0.0%,5.92,0.00,0.00,0.0%,0.00,32,201.28,0.0%,6.29,6,39.72,0.0%,6.62,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,39.72,0.0%,6.62,8,50.32,0.0%,6.29,0.00,0.00,0.0%,0.00,64.00,402.08,0.0%,6.28
"HVP15241XM (15x24x1  High Capacity Pleat w/Heavy Expanded Metal)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,11.87,0.0%,11.87,1.00,11.87,0.0%,11.87
"HVP16161 (16x16x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,105,809.55,0.1%,7.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,79,659.65,0.1%,8.35,41,342.35,0.0%,8.35,0.00,0.00,0.0%,0.00,225.00,1811.55,0.0%,8.05
"HVP16162 (16x16x2 MERV10 High Capacity Pleat)",48,480.92,0.1%,10.02,84,659.28,0.1%,7.85,8,145.76,0.0%,18.22,16,125.60,0.0%,7.85,20,619.20,0.1%,30.96,72,612.68,0.1%,8.51,4,31.88,0.0%,7.97,24,191.28,0.0%,7.97,16,168.52,0.0%,10.53,68,552.52,0.1%,8.13,48,539.24,0.0%,11.23,4,72.88,0.0%,18.22,412.00,4199.76,0.0%,10.19
"HVP16201 (16x20x1 MERV10 High Capacity Pleat)",25,115.15,0.0%,4.61,6,29.10,0.0%,4.85,0.00,0.00,0.0%,0.00,1,5.23,0.0%,5.23,12,59.46,0.0%,4.96,63,329.49,0.0%,5.23,1,5.23,0.0%,5.23,7,33.37,0.0%,4.77,0.00,0.00,0.0%,0.00,45,249.79,0.0%,5.55,16,88.71,0.0%,5.54,1,5.06,0.0%,5.06,177.00,920.59,0.0%,5.20
"HVP16202 (16x20x2 MERV10 High Capacity Pleat)",457,2675.37,0.3%,5.85,88,525.91,0.1%,5.98,468,3377.76,0.3%,7.22,125,765.14,0.1%,6.12,412,2474.59,0.2%,6.01,566,4043.08,0.4%,7.14,327,1983.88,0.2%,6.07,130,749.33,0.1%,5.76,232,2055.52,0.2%,8.86,228,1388.36,0.1%,6.09,491,2990.19,0.2%,6.09,84,1166.96,0.1%,13.89,3608.00,24196.09,0.2%,6.71
"HVP16202XM (16x20x2 High Capacity Pleat w/Heavy Expanded Metal)",31,172.38,0.0%,5.56,4,21.32,0.0%,5.33,0.00,0.00,0.0%,0.00,20,106.60,0.0%,5.33,12,71.76,0.0%,5.98,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,148.56,0.0%,6.19,19,117.61,0.0%,6.19,0.00,0.00,0.0%,0.00,12,74.28,0.0%,6.19,18,111.42,0.0%,6.19,140.00,823.93,0.0%,5.89
"HVP16204 (16x20x4 MERV10 High Capacity Pleat)",12,212.16,0.0%,17.68,8,76.40,0.0%,9.55,2,40.50,0.0%,20.25,0.00,0.00,0.0%,0.00,8,76.40,0.0%,9.55,6,80.82,0.0%,13.47,0.00,0.00,0.0%,0.00,8,76.40,0.0%,9.55,14,152.82,0.0%,10.92,8,76.40,0.0%,9.55,4,40.32,0.0%,10.08,2,40.50,0.0%,20.25,72.00,872.72,0.0%,12.12
"HVP16241 (16x24x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,24,151.68,0.0%,6.32,25,187.25,0.0%,7.49,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,41,317.80,0.0%,7.75,24,151.68,0.0%,6.32,0.00,0.00,0.0%,0.00,114.00,808.41,0.0%,7.09
"HVP16241XM (16x24x1 High Capacity Pleat w/Heavy Expanded Metal)",1,6.59,0.0%,6.59,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,13.18,0.0%,6.59,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,7.73,0.0%,7.73,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4.00,27.50,0.0%,6.88
"HVP16242 (16x24x2 MERV10 High Capacity Pleat)",14,100.06,0.0%,7.15,2,13.14,0.0%,6.57,12,214.92,0.0%,17.91,45,317.66,0.0%,7.06,26,199.86,0.0%,7.69,96,854.76,0.1%,8.90,44,333.30,0.0%,7.58,137,1060.98,0.1%,7.74,72,640.92,0.1%,8.90,19,138.79,0.0%,7.30,4,28.07,0.0%,7.02,60,588.36,0.0%,9.81,531.00,4490.82,0.0%,8.46
"HVP16242XM (16x24x2  High Capacity Pleat w/Heavy Expanded Metal)",1,6.67,0.0%,6.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,6.67,0.0%,6.67,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,7.80,0.0%,7.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,7.80,0.0%,7.80,4.00,28.94,0.0%,7.24
"HVP16244SP (16x24x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,1064.64,0.1%,22.18,2,67.20,0.0%,33.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,67.20,0.0%,33.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,26,599.52,0.0%,23.06,0.00,0.00,0.0%,0.00,78.00,1798.56,0.0%,23.06
"HVP16251 (16x25x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,19,103.81,0.0%,5.46,18,159.84,0.0%,8.88,3,16.77,0.0%,5.59,91,501.01,0.0%,5.51,18,144.90,0.0%,8.05,0.00,0.00,0.0%,0.00,9,42.39,0.0%,4.71,4,64.40,0.0%,16.10,13,80.99,0.0%,6.23,133,763.73,0.1%,5.74,4,64.40,0.0%,16.10,312.00,1942.24,0.0%,6.23
"HVP16252 (16x25x2 MERV10 High Capacity Pleat)",89,563.60,0.1%,6.33,88,771.15,0.1%,8.76,385,4613.21,0.4%,11.98,199,1355.64,0.1%,6.81,209,1564.80,0.1%,7.49,496,5469.92,0.5%,11.03,142,936.08,0.1%,6.59,283,1809.35,0.2%,6.39,369,4546.08,0.5%,12.32,199,1325.56,0.1%,6.66,395,3102.24,0.2%,7.85,202,3435.79,0.2%,17.01,3056.00,29493.42,0.2%,9.65
"HVP16252XM (16x25x2  High Capacity Pleat w/Heavy Expanded Metal)",15,99.69,0.0%,6.65,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,18.09,0.0%,6.03,12,81.60,0.0%,6.80,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12,84.84,0.0%,7.07,4,26.59,0.0%,6.65,0.00,0.00,0.0%,0.00,12,84.84,0.0%,7.07,4,27.20,0.0%,6.80,62.00,422.85,0.0%,6.82
"HVP16254 (16x25x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,6,58.34,0.0%,9.72,2,43.58,0.0%,21.79,0.00,0.00,0.0%,0.00,6,58.34,0.0%,9.72,4,65.76,0.0%,16.44,2,46.10,0.0%,23.05,6,58.34,0.0%,9.72,26,321.98,0.0%,12.38,4,41.28,0.0%,10.32,4,39.24,0.0%,9.81,2,43.58,0.0%,21.79,62.00,776.54,0.0%,12.52
"HVP16301 (16x30x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,33,306.57,0.0%,9.29,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,29,292.03,0.0%,10.07,4,39.78,0.0%,9.95,0.00,0.00,0.0%,0.00,66.00,638.38,0.0%,9.67
"HVP16302 (16x30x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,11,208.78,0.0%,18.98,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,20,411.40,0.0%,20.57,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,31.00,620.18,0.0%,20.01
"HVP16304 (16x30x4 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,2,114.86,0.0%,57.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,114.86,0.0%,57.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,114.86,0.0%,57.43,0.00,0.00,0.0%,0.00,2,114.86,0.0%,57.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8.00,459.44,0.0%,57.43
"HVP16311SP (16x31x1 MERV10 Special High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3,50.88,0.0%,16.96,0.00,0.00,0.0%,0.00,3.00,50.88,0.0%,16.96
"HVP16322SP (16x32x2 Special MERV10 High Capacity Pleat)",4,109.28,0.0%,27.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,109.28,0.0%,27.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,109.28,0.0%,27.32,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,12.00,327.84,0.0%,27.32
"HVP16401XMSP (16x40x1 SPECIAL High Capacity Pleat w/Heavy Expanded Metal)",1,39.60,0.0%,39.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,39.60,0.0%,39.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2.00,79.20,0.0%,39.60
"HVP17351SPC (17x35x1 MERV10 Standard Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,63,1199.52,0.1%,19.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,63,1199.52,0.1%,19.04,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,63,1199.52,0.1%,19.04,0.00,0.00,0.0%,0.00,189.00,3598.56,0.0%,19.04
"HVP18181 (18x18x1 MERV10 High Capacity Pleat)",12,103.56,0.0%,8.63,0.00,0.00,0.0%,0.00,2,31.86,0.0%,15.93,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,48,414.24,0.0%,8.63,62.00,549.66,0.0%,8.87
"HVP18182 (18x18x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,30,599.10,0.0%,19.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27,539.19,0.1%,19.97,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,39,656.79,0.1%,16.84,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,27,539.19,0.0%,19.97,123.00,2334.27,0.0%,18.98
"HVP18184SP (18x18x4 Special MERV10 High Capacity Pleat)",1,41.71,0.0%,41.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,41.71,0.0%,41.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,41.71,0.0%,41.71,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,125.13,0.0%,41.71
"HVP18201 (18x20x1 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,4,58.32,0.0%,14.58,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,8,63.52,0.0%,7.94,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,51.60,0.0%,8.60,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,18.00,173.44,0.0%,9.64
"HVP18202 (18x20x2 MERV10 High Capacity Pleat)",0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,5,81.05,0.0%,16.21,0.00,0.00,0.0%,0.00,1,7.45,0.0%,7.45,6,110.40,0.0%,18.40,0.00,0.00,0.0%,0.00,1,7.45,0.0%,7.45,38,371.20,0.0%,9.77,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,6,110.40,0.0%,18.40,57.00,687.95,0.0%,12.07
"HVP18202XM (18x20x2 High Capacity Pleat w/Heavy Expanded Metal)",2,16.46,0.0%,8.23,0.00,0.00,0.0%,0.00,2,16.46,0.0%,8.23,0.00,0.00,0.0%,0.00,2,16.46,0.0%,8.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.46,0.0%,8.23,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,2,16.46,0.0%,8.23,0.00,0.00,0.0%,0.00,10.00,82.30,0.0%,8.23
"HVP18204SP (18x20x4 MERV10 High Capacity Pleat)",1,41.43,0.0%,41.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,41.43,0.0%,41.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,1,41.43,0.0%,41.43,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,0.00,0.00,0.0%,0.00,3.00,124.29,0.0%,41.43
